probe_id,stability_fraction,n_significant_repeats
exm889166-0_T_F_1918345651,0.0,0
exm889176-0_B_F_1918209081,0.0,0
exm889195-0_B_F_1918354527,0.0,0
exm2271459-0_T_R_2058874301,0.0,0
exm889218-0_T_F_1918299846,0.0,0
exm889222-0_T_F_1918369911,0.0,0
exm889236-0_B_F_1918249191,0.0,0
exm889248-0_T_F_1918269338,0.0,0
exm889255-0_T_R_1918258492,0.0,0
exm889265-0_B_R_1918337403,0.0,0
exm889270-0_T_R_1918259450,0.0,0
exm889271-0_B_R_1918384822,0.0,0
exm889272-0_T_R_1918218928,0.0,0
exm889277-0_B_F_1918207987,0.0,0
exm889279-0_B_F_1918269998,0.0,0
exm889284-0_T_R_2060422228,0.0,0
exm889294-0_B_R_1918305337,0.0,0
exm889295-0_B_R_1918282644,0.0,0
exm889302-0_T_F_1918217147,0.0,0
exm889326-0_T_R_1918252414,0.0,0
exm889328-0_T_R_1918262680,0.0,0
exm889333-0_T_F_1918284867,0.0,0
exm889353-0_T_F_1918343955,0.0,0
exm889361-0_T_R_1918298629,0.0,0
exm889402-0_T_F_2058862202,0.0,0
exm889413-0_T_F_1918194625,0.0,0
exm889435-0_B_R_1918228297,0.0,0
exm889473-0_T_R_1918248362,0.0,0
exm889480-0_B_R_1918293597,0.0,0
exm889497-0_B_R_1918244993,0.0,0
exm2250408-0_T_F_1975250140,0.0,0
exm889503-0_B_R_1918319276,0.0,0
exm889515-0_B_R_1918272248,0.0,0
exm889536-0_B_F_1918270414,0.0,0
exm889541-0_T_F_1918233630,0.0,0
exm889552-0_T_R_1918256082,0.0,0
exm889584-0_T_R_2058872448,0.0,0
exm889620-0_T_R_1918396764,0.0,0
exm889637-0_T_R_1918339245,0.0,0
exm2250413-0_B_F_1975250030,0.0,0
exm889670-0_B_F_1918355785,0.0,0
exm889681-0_B_F_1918369765,0.0,0
exm889682-0_T_R_1918306755,0.0,0
exm889710-0_T_R_1918230535,0.0,0
exm889734-0_B_R_1918333997,0.0,0
exm889742-0_T_R_1918272150,0.0,0
exm889770-0_B_R_1918351760,0.0,0
exm2271460-0_B_F_1984839958,0.0,0
exm889787-0_B_F_1918329651,0.0,0
exm889827-0_B_R_1918243221,0.0,0
exm889853-0_T_F_1918228342,0.0,0
exm889919-0_T_F_1918236828,0.0,0
exm889929-0_B_F_1918346378,0.0,0
exm889973-0_B_R_1918341128,0.0,0
exm889982-0_T_F_1918198313,0.0,0
exm2250449-0_B_R_1975250063,0.0,0
exm2271582-0_B_F_1984840629,0.0,0
exm890023-0_B_F_1918221710,0.0,0
exm890034-0_T_R_1918268789,0.0,0
exm890061-0_B_F_1918274563,0.0,0
exm890076-0_T_R_1918238677,0.0,0
exm890082-0_T_R_1918300891,0.0,0
exm890107-0_T_R_1918319118,0.0,0
exm890109-0_B_R_1918320686,0.0,0
exm890126-0_B_F_1918224284,0.0,0
exm890138-0_T_R_1918287402,0.0,0
exm890145-0_T_R_1918283220,0.0,0
exm890147-0_T_F_1918209143,0.0,0
exm890178-0_T_R_1918192996,0.0,0
exm890192-0_T_R_1918193752,0.0,0
exm2271461-0_T_R_1984840668,0.0,0
exm890217-0_B_F_1918227842,0.0,0
exm2249501-0_T_F_1975250118,0.0,0
exm890236-0_B_R_1918257292,0.0,0
exm890277-0_B_F_1918263975,0.0,0
exm-rs2923084-131_B_R_1990482138,0.0,0
exm890300-0_B_F_1918232466,0.0,0
exm890317-0_B_R_1918281396,0.0,0
exm890344-0_B_F_1918382193,0.0,0
exm890353-0_B_R_1918375632,0.0,0
exm890357-0_B_F_1918260501,0.0,0
exm890360-0_B_F_1918238796,0.0,0
exm890362-0_B_F_1918248815,0.0,0
exm890366-0_B_R_1918368878,0.0,0
exm890367-0_B_F_1918328355,0.0,0
exm890374-0_B_R_1918375734,0.0,0
exm890392-0_T_R_1918337395,0.0,0
exm890399-0_T_R_1918297771,0.0,0
exm890450-0_T_R_1918250728,0.0,0
exm2273473-12_B_F_1984859342,0.0,0
exm2217869-0_T_R_1960071118,0.0,0
exm890485-0_T_F_1918270376,0.0,0
exm890491-0_B_F_1918384823,0.0,0
exm890508-0_B_R_1918367764,0.0,0
exm890554-0_T_R_1918231719,0.0,0
exm890559-0_B_F_1918297748,0.0,0
exm890593-0_B_F_1918225128,0.0,0
exm890599-0_T_R_1918210208,0.0,0
exm890611-0_T_F_1918367995,0.0,0
exm890614-0_B_R_1918361550,0.0,0
exm890622-0_T_R_1918323708,0.0,0
exm890626-0_T_R_1918297963,0.0,0
exm890627-0_B_R_1918206498,0.0,0
exm1693263-0_B_R_1927370537,0.0,0
exm1693268-0_B_R_1927348563,0.0,0
exm890640-0_B_R_1918220290,0.0,0
exm890654-0_T_R_1918343192,0.0,0
exm890658-0_B_F_1918297184,0.0,0
exm-rs7940646-131_B_F_1990485456,0.0,0
exm890667-0_T_R_1918354718,0.0,0
exm890669-0_T_R_1918326330,0.0,0
exm890674-0_T_R_1918352358,0.0,0
exm-rs11042937-131_T_R_1990487450,0.0,0
exm2249544-0_B_F_1975251008,0.0,0
exm890704-0_T_R_1918388438,0.0,0
exm2267252-0_T_F_1984839908,0.0,0
exm890776-0_B_R_1918241833,0.0,0
exm890778-0_T_R_1918309997,0.0,0
exm890793-0_T_F_1918386509,0.0,0
exm890845-0_B_F_1918339829,0.0,0
exm890917-0_T_F_1918345161,0.0,0
exm890985-0_B_F_1918226336,0.0,0
exm890990-0_T_R_1918203848,0.0,0
exm891022-0_T_R_1918248814,0.0,0
exm891024-0_T_F_1918262063,0.0,0
exm2249561-0_T_F_1975240611,0.0,0
exm1694931-0_T_F_1927375192,0.0,0
exm2217978-0_T_F_1960071557,0.0,0
exm891059-0_B_R_1918198906,0.0,0
exm891061-0_T_R_1918302267,0.0,0
exm-rs4909989-131_B_R_1990483680,0.0,0
exm2259697-0_T_R_1975250109,0.0,0
exm891104-0_T_F_1918295618,0.0,0
exm891127-0_B_F_1918203643,0.0,0
exm-rs4910407-131_T_F_1990492701,0.0,0
exm891143-0_T_R_2058863462,0.0,0
exm891148-0_B_R_1918216300,0.0,0
exm891152-0_T_R_1918336309,0.0,0
exm891156-0_T_R_1918280406,0.0,0
exm891216-0_T_F_1918391187,0.0,0
exm891242-0_B_F_1918317885,0.0,0
exm891273-0_T_F_1918259737,0.0,0
exm891275-0_T_R_1918251516,0.0,0
exm891282-0_B_F_1918302214,0.0,0
exm891316-0_B_F_1918343951,0.0,0
exm2271463-0_B_F_1984839888,0.0,0
exm891328-0_T_R_1918223677,0.0,0
exm891338-0_T_R_1918310003,0.0,0
exm891371-0_T_F_1918278081,0.0,0
exm891386-0_B_R_1918223271,0.0,0
exm-rs6485587-131_T_R_1990493137,0.0,0
exm891435-0_B_F_1918351667,0.0,0
exm891438-0_T_F_1918269410,0.0,0
exm891441-0_B_F_1918212659,0.0,0
exm891469-0_T_F_2058862184,0.0,0
exm2249624-0_T_F_2058861785,0.0,0
exm891530-0_B_R_1918319456,0.0,0
exm891541-0_B_R_1918360374,0.0,0
exm891554-0_B_F_1918233574,0.0,0
exm891555-0_B_F_1918350098,0.0,0
exm891560-0_T_F_1918350090,0.0,0
exm891564-0_B_F_1918346680,0.0,0
exm891567-0_B_F_1918250229,0.0,0
exm891574-0_T_F_1918276669,0.0,0
exm891579-0_T_F_1918348316,0.0,0
exm891594-0_B_F_1918228410,0.0,0
exm891596-0_T_F_1918303951,0.0,0
exm891605-0_B_R_1918381134,0.0,0
exm891609-0_B_R_1918221115,0.0,0
exm891611-0_T_F_1918318603,0.0,0
exm891612-0_B_R_1918374408,0.0,0
exm891614-0_T_F_1918265621,0.0,0
exm891618-0_B_F_1918300398,0.0,0
exm891619-0_B_R_1918285514,0.0,0
exm891626-0_B_F_1918259811,0.0,0
exm891632-0_T_F_1918257657,0.0,0
exm891665-0_B_R_1918303764,0.0,0
exm891676-0_B_F_1918279479,0.0,0
exm2259711-0_T_F_2060149813,0.0,0
exm-rs7120489-131_T_F_1990493664,0.0,0
exm2271464-0_T_R_1984840097,0.0,0
exm-rs7926971-131_T_F_1990494332,0.0,0
exm2271584-0_T_R_1984839847,0.0,0
exm891746-0_B_F_1918268632,0.0,0
exm891756-0_B_F_1918243338,0.0,0
exm891822-0_B_R_1918243919,0.0,0
exm891827-0_T_F_1918284437,0.0,0
exm891853-0_B_R_1918270567,0.0,0
exm891855-0_B_R_2058860575,0.0,0
exm-rs900145-131_B_R_1990485759,0.0,0
exm2267150-0_T_F_1984840106,0.0,0
exm891861-0_B_R_1918357916,0.0,0
exm891948-0_B_F_1918382339,0.0,0
exm-rs9630182-131_B_F_1990486274,0.0,0
exm891991-0_T_F_1918240498,0.0,0
exm891996-0_T_F_1918267728,0.0,0
exm2267254-0_T_F_1984840513,0.0,0
exm892068-0_T_F_1918209751,0.0,0
exm2267151-0_T_F_1984839892,0.0,0
exm-rs1025412-131_T_F_2060152816,0.0,0
exm892076-0_T_R_2060141511,0.0,0
exm892077-0_T_F_1918243102,0.0,0
exm-rs7102710-131_B_F_1990484780,0.0,0
exm892084-0_B_F_1918389049,0.0,0
exm892086-0_B_F_2060123725,0.0,0
exm-rs2303975-131_T_F_1990490244,0.0,0
exm892108-0_T_R_2060127535,0.0,0
exm892117-0_T_R_1918298277,0.0,0
exm892121-0_T_R_2060127544,0.0,0
exm892125-0_T_F_1918365971,0.0,0
exm1701864-0_B_R_1927370553,0.0,0
exm892133-0_B_R_1918261160,0.0,0
exm892200-0_B_R_1918396844,0.0,0
exm892216-0_T_R_1918268195,0.0,0
exm892325-0_T_F_1918280983,0.0,0
exm892341-0_T_R_1918339654,0.0,0
exm2267152-0_T_F_1984840533,0.0,0
exm892352-0_B_R_1918240653,0.0,0
exm892359-0_B_R_1918394806,0.0,0
exm892392-0_T_F_1918280949,0.0,0
exm892398-0_T_R_1918352290,0.0,0
exm892419-0_B_F_1918390897,0.0,0
exm892437-0_B_R_1918246438,0.0,0
exm892446-0_T_F_2060141500,0.0,0
exm892462-0_B_R_2060123703,0.0,0
exm-rs10741657-131_B_R_1990478057,0.0,0
exm-rs2060793-131_B_R_1990480631,0.0,0
exm2249702-0_B_R_1975250197,0.0,0
exm892480-0_B_F_1918192339,0.0,0
exm892495-0_T_R_1918275560,0.0,0
exm2267255-0_B_R_1984839861,0.0,0
exm892527-0_T_F_1918198219,0.0,0
exm892529-0_T_F_1918213377,0.0,0
exm892530-0_T_F_1918247575,0.0,0
exm892533-0_T_F_1918396083,0.0,0
exm892557-0_B_F_2060424003,0.0,0
exm892560-0_B_F_1918252103,0.0,0
exm892567-0_B_F_1918332528,0.0,0
exm892577-0_T_F_1918370619,0.0,0
exm892585-0_B_R_1918292885,0.0,0
exm892586-0_B_R_1918252598,0.0,0
exm892602-0_T_F_1918283515,0.0,0
exm892605-0_T_F_1918277913,0.0,0
exm892609-0_T_F_1918312753,0.0,0
exm892614-0_T_F_1918335088,0.0,0
exm892617-0_B_R_1918339492,0.0,0
exm2271467-0_T_R_1984839869,0.0,0
exm-rs7117858-131_T_F_1990493654,0.0,0
exm-rs11023769-131_B_F_1990478361,0.0,0
exm-rs11023787-131_T_R_1990487438,0.0,0
exm2271585-0_B_F_1984840581,0.0,0
exm2267153-0_B_R_1984840297,0.0,0
exm2267154-0_T_F_1984840322,0.0,0
exm-rs297325-131_B_F_1990482177,0.0,0
exm-rs4756846-131_B_F_1990483528,0.0,0
exm2267155-0_B_R_1984840079,0.0,0
exm1703043-0_B_R_2058860386,0.0,0
exm2249714-0_T_F_1975250906,0.0,0
exm892792-0_B_F_1918335168,0.0,0
exm892802-0_B_F_1918288599,0.0,0
exm892831-0_B_R_2060123774,0.0,0
exm892850-0_T_R_1918304987,0.0,0
exm892869-0_T_R_1918252712,0.0,0
exm892875-0_T_F_1918277173,0.0,0
exm892885-0_B_F_1918257129,0.0,0
exm892890-0_T_F_1918280229,0.0,0
exm892892-0_B_F_2058869494,0.0,0
exm2259736-0_T_R_1975250535,0.0,0
exm-rs11024074-131_B_F_1990478363,0.0,0
exm892933-0_B_R_1918339297,0.0,0
exm893002-0_T_R_1918239165,0.0,0
exm893009-0_T_R_1918343878,0.0,0
exm893032-0_T_F_1918308654,0.0,0
exm893084-0_T_R_1918317742,0.0,0
exm893093-0_B_F_1918336884,0.0,0
exm893100-0_B_F_1918293748,0.0,0
exm893114-0_B_R_1918284464,0.0,0
exm893116-0_T_R_1918204830,0.0,0
exm893129-0_B_R_1918335947,0.0,0
exm-rs1330-131_T_F_1990488485,0.0,0
exm893199-0_B_R_1918304226,0.0,0
exm893219-0_B_R_1918394702,0.0,0
exm893220-0_B_R_1918393956,0.0,0
exm2271468-0_T_R_1984840580,0.0,0
exm893223-0_T_R_1918386710,0.0,0
exm2249718-0_B_F_1975250414,0.0,0
exm893239-0_T_R_1918200812,0.0,0
exm893246-0_B_R_1918343044,0.0,0
exm893254-0_B_F_1918271552,0.0,0
exm893256-0_T_R_1918207468,0.0,0
exm893274-0_B_F_1918336018,0.0,0
exm893282-0_T_R_1918251636,0.0,0
exm893289-0_B_R_1918229637,0.0,0
exm893311-0_B_R_1918297447,0.0,0
exm2274465-0_T_R_1984879274,0.0,0
exm893333-0_B_R_1918368086,0.0,0
exm893359-0_B_R_1918319936,0.0,0
exm2249720-0_T_F_2060139889,0.0,0
exm893434-0_B_R_1918284688,0.0,0
exm893435-0_B_R_1918350921,0.0,0
exm893471-0_B_F_2060123764,0.0,0
exm893474-0_T_F_1918368049,0.0,0
exm893485-0_B_F_1918358465,0.0,0
exm893494-0_B_F_1918337364,0.0,0
exm893543-0_T_R_1918268371,0.0,0
exm893563-0_T_R_1918263586,0.0,0
exm893573-0_B_R_1918207026,0.0,0
exm893588-0_B_F_1918350162,0.0,0
exm893594-0_B_R_1918272994,0.0,0
exm893608-0_T_F_1918332372,0.0,0
exm893610-0_T_F_1918315537,0.0,0
exm893639-0_B_R_1918195696,0.0,0
exm893655-0_T_R_1918341632,0.0,0
exm893656-0_T_R_1918231897,0.0,0
exm893678-0_B_F_1918305234,0.0,0
exm893679-0_T_F_1918268082,0.0,0
exm893692-0_T_R_1918317710,0.0,0
exm893722-0_B_F_1918309196,0.0,0
exm893747-0_T_R_1918314096,0.0,0
exm893900-0_B_F_1918235886,0.0,0
exm893912-0_T_F_1918343161,0.0,0
exm893989-0_T_R_1918199692,0.0,0
exm893993-0_B_F_1918381779,0.0,0
exm893995-0_B_F_2060423960,0.0,0
exm893997-0_B_R_1918338281,0.0,0
exm2271469-0_B_F_1984840613,0.0,0
exm894022-0_T_F_1918198251,0.0,0
exm894031-0_T_F_1918226198,0.0,0
exm894036-0_T_R_1918333731,0.0,0
exm894042-0_T_R_1918219106,0.0,0
exm894043-0_T_R_1918253210,0.0,0
exm894048-0_B_F_1918295216,0.0,0
exm894057-0_T_F_1918325535,0.0,0
exm894069-0_B_R_1918333109,0.0,0
exm894070-0_B_F_1918363735,0.0,0
exm894074-0_B_F_1918353357,0.0,0
exm894080-0_B_R_1918355368,0.0,0
exm894090-0_B_F_1918368613,0.0,0
exm894097-0_T_F_1918279433,0.0,0
exm894110-0_B_F_1918218581,0.0,0
exm894126-0_T_F_1918321607,0.0,0
exm894129-0_B_F_1918259473,0.0,0
exm2249727-0_T_R_1975249989,0.0,0
exm894136-0_B_F_1918201107,0.0,0
exm894143-0_B_F_1918384357,0.0,0
exm894150-0_B_F_1918215187,0.0,0
exm894151-0_T_R_1918366096,0.0,0
exm894164-0_B_R_1918271816,0.0,0
exm894167-0_B_F_1918250707,0.0,0
exm894175-0_T_F_1918330557,0.0,0
exm894177-0_T_F_1918207897,0.0,0
exm894179-0_T_R_1918336505,0.0,0
exm894181-0_T_R_1918209820,0.0,0
exm894210-0_T_R_1918290797,0.0,0
exm894215-0_T_R_1918377106,0.0,0
exm894232-0_B_R_1918301851,0.0,0
exm894233-0_B_F_2060123766,0.0,0
exm894243-0_T_R_1918388126,0.0,0
exm894277-0_B_R_1918223371,0.0,0
exm894282-0_B_R_1918345136,0.0,0
exm894283-0_T_R_1918254068,0.0,0
exm894296-0_T_F_1918383533,0.0,0
exm894304-0_T_R_1918311479,0.0,0
exm894309-0_B_F_1918379789,0.0,0
exm894310-0_B_F_1918207057,0.0,0
exm894321-0_B_R_1918199212,0.0,0
exm894325-0_B_F_1918319927,0.0,0
exm894327-0_B_F_1918349210,0.0,0
exm894356-0_T_F_1918370935,0.0,0
exm894358-0_T_R_2060152028,0.0,0
exm894361-0_B_R_1918270409,0.0,0
exm894364-0_B_F_1918333404,0.0,0
exm894365-0_B_F_1918339595,0.0,0
exm894368-0_T_R_1918202886,0.0,0
exm894374-0_T_F_2060141519,0.0,0
exm894376-0_B_F_1918239476,0.0,0
exm894389-0_T_R_1918221133,0.0,0
exm894390-0_B_R_1918299481,0.0,0
exm-rs4638289-131_B_R_1990483353,0.0,0
exm894435-0_T_F_1918202385,0.0,0
exm894449-0_B_R_1918367352,0.0,0
exm894452-0_T_R_1918320084,0.0,0
exm1704091-0_T_F_1927401774,0.0,0
exm894460-0_B_F_1918288995,0.0,0
exm894461-0_T_R_1918349447,0.0,0
exm894488-0_T_R_1918364786,0.0,0
exm894490-0_B_R_1918221655,0.0,0
exm894497-0_T_R_1918298563,0.0,0
exm894523-0_B_R_1918253400,0.0,0
exm1704128-0_B_R_1927368421,0.0,0
exm894539-0_T_R_1918360112,0.0,0
exm894549-0_B_R_1918334063,0.0,0
exm-rs4353250-131_B_F_1990483192,0.0,0
exm894560-0_B_R_1918277876,0.0,0
exm894577-0_T_R_1918285974,0.0,0
exm894583-0_B_F_1918375863,0.0,0
exm894606-0_T_F_1918281019,0.0,0
exm894614-0_B_R_1918299575,0.0,0
exm894654-0_B_R_1918319034,0.0,0
exm-rs2896526-131_B_R_1990482112,0.0,0
exm894685-0_B_F_1918245142,0.0,0
exm894698-0_B_F_1918241552,0.0,0
exm894699-0_B_R_1918320850,0.0,0
exm894712-0_B_R_1918203378,0.0,0
exm894739-0_T_R_1918392532,0.0,0
exm894757-0_B_R_1918200530,0.0,0
exm894761-0_T_F_1918293018,0.0,0
exm894774-0_T_R_1918378736,0.0,0
exm894780-0_T_R_1918275844,0.0,0
exm894857-0_T_F_1918311656,0.0,0
exm894878-0_T_R_1918193922,0.0,0
exm894882-0_T_R_1918344184,0.0,0
exm2249736-0_T_F_1975250786,0.0,0
exm894885-0_B_R_1918217856,0.0,0
exm2271470-0_T_R_1984840672,0.0,0
exm894899-0_B_R_1918300829,0.0,0
exm894917-0_B_F_1918298740,0.0,0
exm2273475-11_T_R_1984859341,0.0,0
exm894930-0_T_R_1918298089,0.0,0
exm-rs10128711-131_B_F_1990477702,0.0,0
exm894937-0_T_R_1918332159,0.0,0
exm894962-0_B_F_1918326787,0.0,0
exm894964-0_B_R_1918195456,0.0,0
exm895003-0_T_R_1918194310,0.0,0
exm2264444-0_B_R_1984840556,0.0,0
exm895037-0_B_F_1918384489,0.0,0
exm895048-0_T_R_1918197402,0.0,0
exm895054-0_T_R_1918220783,0.0,0
exm895058-0_T_R_1918252224,0.0,0
exm895063-0_B_F_1918225360,0.0,0
exm895065-0_T_F_1918337344,0.0,0
exm895074-0_T_R_1918280426,0.0,0
exm895078-0_T_R_2058873110,0.0,0
exm895114-0_T_R_1918360948,0.0,0
exm895119-0_B_R_1918301797,0.0,0
exm895122-0_T_F_1918256401,0.0,0
exm895123-0_B_F_1918357889,0.0,0
exm895134-0_B_F_1918266340,0.0,0
exm895140-0_T_F_1918213233,0.0,0
exm895150-0_B_F_1918243034,0.0,0
exm895152-0_B_F_1918210667,0.0,0
exm895165-0_B_R_1918329234,0.0,0
exm895180-0_T_R_1918240625,0.0,0
exm895182-0_T_R_1918315648,0.0,0
exm895194-0_T_R_1918194782,0.0,0
exm895195-0_T_R_1918337741,0.0,0
exm895198-0_T_R_1918310217,0.0,0
exm895206-0_B_F_1918282751,0.0,0
exm895207-0_T_R_2058861663,0.0,0
exm895216-0_B_F_1918369665,0.0,0
exm895220-0_B_F_1918205839,0.0,0
exm895226-0_T_F_1918272861,0.0,0
exm895239-0_T_R_1918373700,0.0,0
exm895243-0_T_R_1918243825,0.0,0
exm895263-0_B_F_1918196383,0.0,0
exm895303-0_T_R_1918213590,0.0,0
exm895307-0_B_R_1918347367,0.0,0
exm895327-0_B_R_1918354606,0.0,0
exm895332-0_T_R_1918388898,0.0,0
exm895338-0_T_F_1918207419,0.0,0
exm895349-0_T_R_1918219072,0.0,0
exm895370-0_T_R_1918371870,0.0,0
exm2267156-0_T_F_1984840683,0.0,0
exm895420-0_B_F_1918363067,0.0,0
exm895424-0_T_F_1918215045,0.0,0
exm895429-0_B_R_1918265868,0.0,0
exm895431-0_T_F_1918255809,0.0,0
exm895432-0_B_F_1918374509,0.0,0
exm895448-0_B_R_1918233463,0.0,0
exm895452-0_T_F_1918347506,0.0,0
exm895460-0_B_F_2058866898,0.0,0
exm895467-0_T_R_1918267607,0.0,0
exm895473-0_B_F_1918339124,0.0,0
exm895486-0_T_F_1918212271,0.0,0
exm895492-0_T_F_1918241260,0.0,0
exm895507-0_B_F_1918286741,0.0,0
exm895510-0_B_R_1918392950,0.0,0
exm895511-0_T_F_1918349206,0.0,0
exm895515-0_T_F_1918387637,0.0,0
exm895522-0_B_R_1918339738,0.0,0
exm895533-0_T_F_1918223458,0.0,0
exm895555-0_B_F_1918246199,0.0,0
exm895582-0_B_R_1918224337,0.0,0
exm895586-0_B_F_1918209079,0.0,0
exm895591-0_T_R_1918393758,0.0,0
exm895608-0_T_R_1918245165,0.0,0
exm895648-0_T_F_1918191461,0.0,0
exm895653-0_B_F_1918372237,0.0,0
exm895667-0_T_F_1918346103,0.0,0
exm895681-0_B_F_1918271482,0.0,0
exm2249741-0_B_R_1975240542,0.0,0
exm-rs874426-131_T_R_1990494546,0.0,0
exm895707-0_B_R_1918264350,0.0,0
exm895713-0_B_R_1918278334,0.0,0
exm-rs7129202-131_T_F_1990493666,0.0,0
exm895718-0_B_F_1918192609,0.0,0
exm895719-0_B_R_1918335285,0.0,0
exm895750-0_T_R_1918254558,0.0,0
exm895787-0_T_R_2060127541,0.0,0
exm895790-0_B_R_1918249768,0.0,0
exm895791-0_B_F_1918289540,0.0,0
exm895798-0_T_F_1918289866,0.0,0
exm895803-0_B_F_1918344229,0.0,0
exm895808-0_B_F_1918337176,0.0,0
exm895811-0_B_F_1918356251,0.0,0
exm895819-0_T_R_1918315830,0.0,0
exm895820-0_B_R_1918305397,0.0,0
exm895828-0_B_R_1918294361,0.0,0
exm895842-0_B_F_1918304453,0.0,0
exm895852-0_B_F_1918227372,0.0,0
exm895874-0_T_R_1918301571,0.0,0
exm2271471-0_B_F_1984840675,0.0,0
exm1705171-0_B_R_1927404421,0.0,0
exm895895-0_T_R_2060127536,0.0,0
exm895902-0_B_F_1918197089,0.0,0
exm895913-0_T_F_1918286593,0.0,0
exm895919-0_B_R_1918352308,0.0,0
exm895944-0_B_R_1918318200,0.0,0
exm895945-0_B_R_1918358118,0.0,0
exm895950-0_B_R_1918345342,0.0,0
exm895997-0_B_F_1918314411,0.0,0
exm896010-0_B_F_1918311040,0.0,0
exm896032-0_B_F_1918396157,0.0,0
exm896065-0_T_F_1918295338,0.0,0
exm896071-0_B_R_1918380476,0.0,0
exm896077-0_B_R_1918232411,0.0,0
exm896083-0_T_R_1918347915,0.0,0
exm2249749-0_B_R_1975250057,0.0,0
exm896113-0_T_F_1918286719,0.0,0
exm896145-0_T_R_1918220340,0.0,0
exm896148-0_B_F_1918344933,0.0,0
exm2271472-0_B_F_1984840122,0.0,0
exm896202-0_B_F_1918253893,0.0,0
exm896203-0_B_F_1918317053,0.0,0
exm896216-0_B_R_1918200526,0.0,0
exm896230-0_B_R_1918207726,0.0,0
exm896286-0_B_F_1918366119,0.0,0
exm-rs10741838-131_T_R_1990487194,0.0,0
exm896305-0_B_F_1918256197,0.0,0
exm896310-0_B_F_1918233228,0.0,0
exm2218420-0_T_R_1960072960,0.0,0
exm896331-0_B_R_1918322432,0.0,0
exm-rs7128311-131_B_F_1990484802,0.0,0
exm2249758-0_B_F_1975250206,0.0,0
exm896353-0_T_F_1918291036,0.0,0
exm896362-0_T_R_1918254602,0.0,0
exm896365-0_T_R_1918369026,0.0,0
exm896367-0_B_R_1918222395,0.0,0
exm896372-0_T_F_1918246413,0.0,0
exm1705637-0_B_R_1927348537,0.0,0
exm896421-0_B_R_1918366704,0.0,0
exm896422-0_T_F_1918356445,0.0,0
exm896427-0_T_F_2060141684,0.0,0
exm896459-0_T_R_1918356294,0.0,0
exm896475-0_B_F_1918256157,0.0,0
exm896476-0_B_R_1918350989,0.0,0
exm896477-0_B_R_1918239953,0.0,0
exm-rs1793004-131_B_F_1990480310,0.0,0
exm896492-0_B_F_1918352165,0.0,0
exm896493-0_B_R_1918317260,0.0,0
exm896499-0_T_F_1918206335,0.0,0
exm896505-0_T_F_1918331023,0.0,0
exm896506-0_T_F_1918371161,0.0,0
exm2271589-0_B_F_1984840655,0.0,0
exm896509-0_T_R_1918390090,0.0,0
exm896510-0_T_R_1918337777,0.0,0
exm896522-0_T_R_2060127660,0.0,0
exm896523-0_B_R_1918250548,0.0,0
exm896528-0_T_R_1918224305,0.0,0
exm896529-0_B_R_1918213076,0.0,0
exm896531-0_B_F_1918346788,0.0,0
exm896541-0_T_F_1918346265,0.0,0
exm2271473-0_T_R_1984840131,0.0,0
exm896552-0_T_F_1918312585,0.0,0
exm896555-0_B_R_1918217872,0.0,0
exm896587-0_T_R_1918206578,0.0,0
exm2271590-0_B_F_1984840298,0.0,0
exm896636-0_B_R_1918212436,0.0,0
exm896644-0_T_F_1918228738,0.0,0
exm896662-0_T_R_1918319798,0.0,0
exm896670-0_T_F_1918315981,0.0,0
exm896671-0_T_F_1918202567,0.0,0
exm896673-0_B_R_1918396748,0.0,0
exm896674-0_B_R_1918257118,0.0,0
exm896681-0_T_F_1918391479,0.0,0
exm896689-0_T_F_1918333984,0.0,0
exm896694-0_B_R_1918231149,0.0,0
exm2249770-0_B_R_1975250747,0.0,0
exm896754-0_T_R_1918366458,0.0,0
exm896756-0_B_F_1918354163,0.0,0
exm896767-0_B_F_1918262363,0.0,0
exm896768-0_B_R_1918279668,0.0,0
exm-rs7118075-131_T_F_1990493656,0.0,0
exm896832-0_B_R_1918308389,0.0,0
exm896835-0_T_F_1918383921,0.0,0
exm896836-0_B_F_1918365869,0.0,0
exm2271474-0_B_F_1984840661,0.0,0
exm2271591-0_B_F_1984840587,0.0,0
exm896844-0_T_F_1918372057,0.0,0
exm896848-0_T_R_1918224767,0.0,0
exm896858-0_B_R_1918222333,0.0,0
exm896862-0_T_R_1918298529,0.0,0
exm896869-0_B_R_1918220332,0.0,0
exm896872-0_T_F_1918210845,0.0,0
exm896873-0_T_F_1918383469,0.0,0
exm896880-0_B_F_1918317957,0.0,0
exm896900-0_T_R_1918287818,0.0,0
exm896912-0_B_F_1918346478,0.0,0
exm896927-0_T_R_1918326316,0.0,0
exm-rs7111546-131_B_F_1990484792,0.0,0
exm-rs712022-131_B_R_1990484799,0.0,0
exm896938-0_B_F_1918250095,0.0,0
exm896948-0_T_R_1918261178,0.0,0
exm2271475-0_B_F_1984839832,0.0,0
exm2271476-0_T_R_1984840085,0.0,0
exm2271592-0_T_R_1984840255,0.0,0
exm2267256-0_B_R_1984840343,0.0,0
exm2249774-0_B_F_1975240535,0.0,0
exm2271478-0_T_R_1984840033,0.0,0
exm-rs4561213-131_B_F_2060121657,0.0,0
exm896970-0_T_R_1918323684,0.0,0
exm2267160-0_B_R_1984840610,0.0,0
exm-rs10500991-131_B_F_1990477956,0.0,0
exm896980-0_T_F_1918298590,0.0,0
exm896992-0_T_F_1918274883,0.0,0
